form	lemma	POS
auras	aver	VERB
l'	lo	DET
armo	arma	NOUN
maulauto	malaut	ADJ
Tu	tu	PRON
qu'	qui	PRON
es	èsser	AUX
le	lo	DET
pus	pus	ADV
curious	curiós	ADJ
,	,	PUNCT
As	aver	AUX
fayt	far	VERB
uno	un	DET
grand	grand	ADJ
fauto	fauta	NOUN
,	,	PUNCT
De	de	ADP
nou	non	ADV
beni	venir	VERB
dan	amb	ADP
nous	nos	PRON
,	,	PUNCT
Jamay	jamai	ADV
ré	res	PRON
de	de	ADP
plu	pus	ADV
bel	bèl	ADJ
Aurios	aver	AUX
bist	véser	VERB
un	un	DET
Angel	àngel	NOUN
,	,	PUNCT
Et	e	CCONJ
pey	puèi	SCONJ
dins	dins	ADP
un	un	DET
Establé	estable	NOUN
las	lo	DET
raretats	raretat	NOUN
del	de+lo	ADP+DET
Cel	cèl	PROPN
.	.	PUNCT
Peyrot	Peiròt	PROPN
es	èsser	VERB
ja	jà	ADV
deforo	defòra	ADV
Nous	nos	PRON
le	el	PRON
bezen	véser	VERB
de	de	ADP
len	luènh	ADV
,	,	PUNCT
semblo	semblar	VERB
que	que	SCONJ
nous	nos	PRON
demoro	demorar	VERB
Per	per	ADP
sabe	saber	VERB
d'	de	ADP
oun	ont	PRON
benen	venir	VERB
,	,	PUNCT
Nou	non	ADV
ly	el	PRON
celen	celar	VERB
pas	pas	ADV
ré	res	PRON
,	,	PUNCT
Merito	meritar	VERB
dau	de+lo	ADP+DET
sabé	saber	VERB
,	,	PUNCT
El	el	PRON
es	èsser	VERB
din	dins	ADP
le	lo	DET
Bilatge	vilatge	NOUN
le	lo	DET
plus	pus	ADV
home	òme	NOUN
de	de	ADP
bé	ben	ADV
.	.	PUNCT
Cride	cridar	VERB
la	lo	DET
Catarino	Catarina	PROPN
,	,	PUNCT
Qui	qui	PRON
a	aver	VERB
pus	pus	ADV
forto	fòrt	ADJ
la	lo	DET
bouts	votz	NOUN
,	,	PUNCT
Que	que	SCONJ
mene	menar	VERB
sa	son	DET
bezino	vesin	NOUN
Et	e	CCONJ
lour	el	PRON
diren	dire	VERB
dus	33	DET
mouts	mot	NOUN
,	,	PUNCT
Tabes	tanben	ADV
boulion	voler	VERB
beni	venir	VERB
Et	e	CCONJ
nou	non	ADV
saben	saber	VERB
coussi	cossí	ADV
N'	non	ADV
an	aver	AUX
pas	pas	ADV
augut	aver	VERB
couratgé	coratge	NOUN
de	de	ADP
se	el	PRON
mettré	metre	VERB
en	en	ADP
cami	camin	NOUN
.	.	PUNCT
Les	lo	DET
Pastous	pastor	NOUN
de	de	ADP
la	lo	DET
prado	prat	NOUN
Ne	en	PRON
seran	èsser	AUX
pla	plan	ADV
marrits	marrir	VERB
,	,	PUNCT
De	de	ADP
nostro	nòstre	DET
permenado	permenar	NOUN
Quan	quand	SCONJ
nous	nos	PRON
auran	aver	AUX
augits	ausir	VERB
,	,	PUNCT
s'	se	PRON
elis	el	PRON
au	el	PRON
bolen	voler	VERB
fa	far	VERB
Poden	poder	VERB
pla	plan	ADV
repara	reparar	VERB
,	,	PUNCT
La	lo	DET
fauto	fauta	NOUN
qu'	qui	PRON
an	aver	AUX
coumeso	cometre	VERB
,	,	PUNCT
ja	jà	ADV
y	i	PRON
bouldran	voler	VERB
ana	anar	VERB
.	.	PUNCT
Anen	anar	VERB
pel	per+lo	ADP+DET
Bezinatgé	vesinatge	NOUN
Toutis	tot	PRON
soun	èsser	AUX
rebeillats	revelhar	VERB
,	,	PUNCT
Diguan	dire	VERB
nostré	nòstre	DET
bouyatgé	viatge	NOUN
As	a+lo	ADP+DET
que	qui	PRON
n'	non	ADV
y	i	PRON
soun	èsser	AUX
estats	èsser	VERB
Forço	fòrça	ADV
bouldran	voler	VERB
parti	partir	VERB
,	,	PUNCT
Es	èsser	AUX
joun	jorn	NOUN
et	e	CCONJ
prou	pro	ADV
mayti	maitin	NOUN
.	.	PUNCT
N'	non	ADV
auran	aver	VERB
pas	pas	ADV
tant	tant	ADV
de	de	ADP
pena	pena	NOUN
d'	de	ADP
ana	anar	VERB
jusque-aqui	dusca	ADP
.	.	PUNCT
N42-8		
L'	lo	DET
Afflictiu	afliccion	NOUN
,	,	PUNCT
et	e	CCONJ
las	lo	DET
coumplaintos	complanta	NOUN
de	de	ADP
Nostro	nòstre	DET
Damo	Dama	PROPN
su	sus	ADP
la	lo	DET
Passiu	passion	PROPN
de	de	ADP
soun	son	DET
Fil	filh	PROPN
.	.	PUNCT
su	sus	ADP
l'	lo	DET
ayre	aire	NOUN
:	:	PUNCT
Tas	ton	DET
Poupetos	popeta	NOUN
ma	mon	DET
Philis	Filis	PROPN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Quan	quand	SCONJ
cridon	cridar	VERB
deça	deçà	ADV
dela	delà	ADV
Que	que	SCONJ
le	el	PRON
ban	anar	VERB
crucifiqua	crucificar	VERB
Mario	Maria	PROPN
cour	córrer	VERB
à	a	ADP
la	lo	DET
pres	pres	NOUN
,	,	PUNCT
Bela	veilà	VERB
un	un	DET
affectiu	afeccion	NOUN
grando	grand	ADJ
de	de	ADP
ly	el	PRON
estre	èsser	AUX
toutjoun	totjorn	ADV
al	a+lo	ADP+DET
pres	pres	NOUN
.	.	PUNCT
Ello	el	PRON
que	qui	PRON
le	el	PRON
ba	anar	VERB
segui	seguir	VERB
,	,	PUNCT
serio	èsser	AUX
en	en	ADP
peno	pena	NOUN
del	de+lo	ADP+DET
cami	camin	NOUN
,	,	PUNCT
Mes	mas	CCONJ
le	lo	DET
sang	sang	NOUN
qu'	qui	PRON
a	aver	AUX
escampat	escampar	VERB
Tout	tot	DET
le	lo	DET
loung	long	NOUN
de	de	ADP
las	lo	DET
carrieros	carrièra	NOUN
,	,	PUNCT
mostro	mostrar	VERB
per	per	ADP
ount	ont	PRON
és	èsser	AUX
passat	passar	VERB
.	.	PUNCT
El	el	PRON
es	èsser	AUX
homé	òme	NOUN
à	a	ADP
may	mai	ADV
Diu	Dieu	PROPN
Que	qui	PRON
paguo	pagar	VERB
ço	çò	PRON
que	qui	PRON
nou	non	ADV
diu	dever	VERB
,	,	PUNCT
Et	e	CCONJ
çapendan	çòpendent	ADV
quan	quand	SCONJ
simoun	Simon	PROPN
Ly	el	PRON
ajudo	ajudar	VERB
,	,	PUNCT
labets	labetz	ADV
s'	el	PRON
oubliguo	obligar	VERB
de	de	ADP
nous	nos	PRON
ajuda	ajudar	VERB
al	a+lo	ADP+DET
besoun	besonh	NOUN
.	.	PUNCT
La	lo	DET
bela	veilà	VERB
sus	sus	ADP
aquel	aquel	DET
Roc	ròc	NOUN
Que	qui	PRON
sera	èsser	AUX
le	lo	DET
tristé	triste	ADJ
loc	luòc	NOUN
,	,	PUNCT
Oun	ont	PRON
mourira	morir	VERB
soun	son	DET
Efan	enfant	NOUN
,	,	PUNCT
Augiets	ausir	VERB
uno	un	DET
talo	tal	ADJ
mayré	maire	NOUN
de	de	ADP
quino	quin	DET
fayçou	faiçon	NOUN
se	el	PRON
plan	plànher	VERB
.	.	PUNCT
Jou	ieu	PRON
soun	èsser	VERB
sur	sus	ADP
darnié	darnièr	ADJ
badal	badal	NOUN
Mori	morir	VERB
,	,	PUNCT
le	lo	DET
Cor	còr	NOUN
me	ieu	PRON
deffail	defalhir	VERB
,	,	PUNCT
Quan	quand	SCONJ
bezi	véser	VERB
coumo	coma	ADV
d'	de	ADP
un	un	DET
riu	riu	NOUN
sourti	sortir	VERB
soun	son	DET
sang	sang	NOUN
de	de	ADP
sas	son	DET
benos	vena	NOUN
me	ieu	PRON
semblo	semblar	VERB
qu'	que	SCONJ
aquo’	aquò	PRON
s	èsser	AUX
le	lo	DET
miu	mieu	ADJ
.	.	PUNCT
Pusqu'	puèi+que	SCONJ
en	en	ADP
toutis	tot	DET
dous	24	PRON
ayci	aicí	ADV
Fazets	far	VERB
me	ieu	PRON
dan	amb	ADP
bous	vos	PRON
mouri	morir	VERB
,	,	PUNCT
Ou	o	CCONJ
s'	se	SCONJ
es	èsser	AUX
bostro	vòstre	DET
boulountat	volontat	NOUN
De	de	ADP
despatti	despatir	VERB
tant	tant	ADV
de	de	ADP
penos	pena	NOUN
qu'	qui	PRON
yeu	ieu	PRON
n'	non	ADV
enduré	endurar	VERB
la	lo	DET
mitat	mitat	NOUN
.	.	PUNCT
Quan	quand	SCONJ
Jesus	Jèsus	PROPN
bol	voler	VERB
trespassa	trespassar	VERB
Nou	non	ADV
la	lo	DET
gauso	gausar	VERB
pas	pas	ADV
noumma	nommar	VERB
,	,	PUNCT
Fenno	femna	NOUN
ça	çai	ADV
dits	dire	VERB
en	en	ADP
cridan	cridar	VERB
,	,	PUNCT
A	a	ADP
Jean	Joan	PROPN
bous	vos	PRON
layssi	laissar	VERB
per	per	ADP
mayre	maire	NOUN
et	e	CCONJ
per	per	ADP
fil	filh	NOUN
bous	vos	PRON
douni	donar	VERB
Jean	Joan	PROPN
.	.	PUNCT
Grando	grand	ADJ
fourec	èsser	AUX
l'	lo	DET
afflictiu	afliccion	NOUN
Qu'	qui	PRON
auguec	ausir	VERB
la	lo	DET
mayré	maire	NOUN
de	de	ADP
Diu	Dieu	PROPN
,	,	PUNCT
De	de	ADP
bezé	véser	VERB
sus	sus	ADP
uno	un	DET
Crouts	crotz	NOUN
soun	son	DET
Fil	filh	PROPN
courounat	coronar	VERB
d'	de	ADP
espinos	espina	NOUN
al	a+lo	ADP+DET
mitan	mitan	NOUN
de	de	ADP
dus	34	DET
Layrous	lairon	NOUN
.	.	PUNCT
N45-1		
NOEL	noèl	NOUN
,	,	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Aoüey	auèi	ADV
qu'	que	SCONJ
ets	èsser	AUX
arribat	arribar	VERB
en	en	ADP
bilo	vila	NOUN
belo	bèl	ADJ
gauto	gauta	NOUN
de	de	ADP
pescajou	pescajon	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Aro	ara	ADV
be	ben	ADV
seren	èsser	AUX
sense	sens	ADP
guérro	guèrra	NOUN
,	,	PUNCT
Per	per	ADP
qu'	que	SCONJ
un	un	DET
Dius	Dieu	PROPN
es	èsser	AUX
nascut	nàisser	VERB
noubél	novèl	ADJ
,	,	PUNCT
Mai	mai	ADV
s'	se	SCONJ
el	el	PRON
bol	voler	VERB
prene	prendre	VERB
nostro	nòstre	DET
terro	tèrra	NOUN
Li	el	PRON
cal	caler	VERB
fa	far	VERB
rançouna	rançonar	VERB
le	lo	DET
Cél	cèl	PROPN
,	,	PUNCT
El	el	PRON
ben	venir	VERB
salba	salvar	VERB
nostro	nòstre	DET
naturo	natura	NOUN
,	,	PUNCT
El	el	PRON
nou	non	ADV
cren	crénher	VERB
poun	ponch	ADV
ni	ni	CCONJ
fret	freg	NOUN
ni	ni	CCONJ
tor	tòr	NOUN
,	,	PUNCT
Tabes	tanben	ADV
la	lo	DET
paillo	palha	NOUN
qu'	qui	PRON
el	el	PRON
mesuro	mesura	NOUN
Bal	valer	VERB
bel	bèl	ADJ
cop	còp	NOUN
may	mai	ADV
que	que	SCONJ
clincan	clincant	ADJ
d'	de	ADP
or	aur	NOUN
.	.	PUNCT
Nou	non	ADV
n'	non	ADV
i	i	PRON
a	aver	VERB
pas	pas	ADV
cap	cap	ADV
que	qui	PRON
le	el	PRON
seconde	segondar	VERB
Quand	quand	SCONJ
y	i	PRON
soungi	sonjar	VERB
mon	mon	DET
sens	sens	NOUN
se	el	PRON
perd	perdre	VERB
,	,	PUNCT
A	a	ADP
neit	nuèch	NOUN
el	el	PRON
lotjo	lotjar	VERB
tout	tot	DET
le	lo	DET
mounde	monde	NOUN
,	,	PUNCT
Dins	dins	ADP
un	un	DET
estable	estable	NOUN
mal-ingert	malingèrt	ADJ
.	.	PUNCT
De	de	ADP
ploura	plorar	VERB
las	lo	DET
gens	gent	NOUN
ta	tant	ADV
mal	mal	ADV
netos	net	ADJ
,	,	PUNCT
Li	el	PRON
fa	far	VERB
beni	venir	VERB
les	lo	DET
éls	uèlh	NOUN
macats	macar	VERB
;	;	PUNCT
Les	lo	DET
rius	riu	NOUN
que	qui	PRON
baignon	banhar	VERB
sas	son	DET
gautetos	gauteta	NOUN
soun	èsser	VERB
per	per	ADP
nega	negar	VERB
nostres	nòstre	DET
pecats	pecar	NOUN
.	.	PUNCT
Canten	cantar	VERB
nadal	nadal	NOUN
à	a	ADP
touto	tot	DET
résto	rèsta	NOUN
,	,	PUNCT
E	e	CCONJ
rebeillen	revelhar	VERB
les	lo	PRON
d'	de	ADP
alentour	a+lo+entorn	ADV
;	;	PUNCT
La	lo	DET
neit	nuèch	NOUN
per	per	ADP
cole	còler	VERB
aquesto	aqueste	DET
fésto	fèsta	NOUN
s'	el	PRON
a	aver	AUX
pres	prendre	VERB
l'	lo	DET
abillomen	abilhament	NOUN
del	de+lo	ADP+DET
jour	jorn	NOUN
.	.	PUNCT
Gran	grand	ADJ
Diu	Dieu	PROPN
,	,	PUNCT
que	que	ADV
le	lo	DET
fret	freg	NOUN
fa	far	VERB
de	de	ADP
malos	mal	ADV
?	?	PUNCT
Et	e	CCONJ
le	lo	DET
fe	fen	NOUN
bous	vos	PRON
emprigoundis	empridongid	VERB
,	,	PUNCT
Faséts	far	VERB
nous	nos	PRON
un	un	DET
jour	jorn	NOUN
sens'	sens	ADP
escalos	escala	NOUN
Mounta	montar	VERB
dins	dins	ADP
bostre	vòstre	DET
Paradis	paradís	PROPN
.	.	PUNCT
N45-2		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Ce	@french	FM
n'	@french	FM
est	@french	FM
qu'	@french	FM
un	@french	FM
songe	@french	FM
seulemens	@french	FM
,	,	PUNCT
Mais	@french	FM
ce	@french	FM
songe	@french	FM
me	ieu	PRON
tuë	@french	FM
.	.	PUNCT
Compaignous	companhon	NOUN
abancen	avançar	VERB
le	lo	DET
pas	pas	NOUN
,	,	PUNCT
bis	bis	ADV
.	.	PUNCT
De	de	ADP
noubélos	novèla	NOUN
nou	non	ADV
sabéts	saber	VERB
pas	pas	ADV
Uno	un	DET
causo	causa	NOUN
poulido	polit	ADJ
,	,	PUNCT
A	a	ADP
neit	nuèch	NOUN
un	un	DET
Efan	enfant	NOUN
es	èsser	AUX
nascut	nàisser	VERB
Per	per	ADP
nous	nos	PRON
douna	donar	VERB
la	lo	DET
bido	vida	NOUN
,	,	PUNCT
Aquel	aquel	DET
Efan	enfant	NOUN
es	èsser	AUX
un	un	DET
gran	grand	ADJ
Diu	Dieu	PROPN
bis	bis	ADV
.	.	PUNCT
Que	qui	PRON
ben	venir	VERB
paga	pagar	VERB
so	çò	PRON
qu'	qui	PRON
el	el	PRON
nou	non	ADV
diu	dever	VERB
Per	per	ADP
Ebo	Èva	PROPN
l'	lo	DET
enjaurido	enjaurir	VERB
,	,	PUNCT
Car	car	CCONJ
el	el	PRON
n'	non	ADV
a	aver	VERB
pas	pas	ADV
manquo	mancar	VERB
de	de	ADP
Croux	crotz	NOUN
Per	per	ADP
nous	nos	PRON
croumpa	crompar	VERB
la	lo	DET
bido	vida	NOUN
.	.	PUNCT
Qui	qui	PRON
a	aver	AUX
bist	véser	VERB
jamay	jamai	ADV
talo	tal	DET
amistat	amistat	NOUN
bis	bis	ADV
.	.	PUNCT
Qu'	que	ADV
un	un	DET
Diu	Dieu	PROPN
ajo	aver	VERB
tant	tant	ADV
de	de	ADP
pietat	pietat	NOUN
Per	per	ADP
la	lo	DET
raço	raça	NOUN
perido	perir	VERB
Qu'	qui	PRON
aneit	anuèch	ADV
repauso	repausar	VERB
sur	sus	ADP
de	de	ADP
fe	fen	NOUN
Per	per	ADP
nous	nos	PRON
douna	donar	VERB
la	lo	DET
bido	vida	NOUN
.	.	PUNCT
Le	lo	DET
Diable	Diable	PROPN
biârdo	viardar	VERB
daban	davant	ADP
el	el	PRON
,	,	PUNCT
El	el	PRON
fuch	fugir	VERB
l'	lo	DET
esclaire	esclairar	VERB
d'	de	ADP
un	un	DET
soulel	solelh	NOUN
Que	qui	PRON
li	el	PRON
a	aver	VERB
l'	lo	DET
armo	arma	NOUN
espaurido	espaurir	VERB
,	,	PUNCT
Indigne	indigne	ADJ
de	de	ADP
beire	véser	VERB
l'	lo	DET
Efan	enfant	NOUN
Que	qui	PRON
nous	nos	PRON
douno	donar	VERB
la	lo	DET
bido	vida	NOUN
,	,	PUNCT
El	el	PRON
ben	venir	VERB
salba	salvar	VERB
le	lo	DET
pecadou	pecador	NOUN
,	,	PUNCT
May	mai	ADV
que	que	SCONJ
li	el	PRON
demande	demandar	VERB
perdou	perdon	NOUN
D'	de	ADP
un	un	DET
armo	arma	NOUN
repentido	repentir	VERB
,	,	PUNCT
Car	car	CCONJ
el	el	PRON
es	èsser	AUX
debalat	devalar	VERB
del	de+lo	ADP+DET
Cél	cèl	PROPN
Per	per	ADP
nous	nos	PRON
douna	donar	VERB
la	lo	DET
bido	vida	NOUN
,	,	PUNCT
Çà	çai	ADV
çà	çai	ADV
douncos	donc	ADV
Pastourelets	pastorelet	NOUN
,	,	PUNCT
Fascan	far	VERB
tinda	tindar	VERB
les	lo	DET
flajolets	flajolet	NOUN
Dessus	dessús	ADP
l'	lo	DET
herbo	èrba	NOUN
flourido	florir	VERB
E	e	CCONJ
canten	cantar	VERB
touts	tot	PRON
bibo	viure	VERB
l'	lo	DET
Efan	enfant	NOUN
Que	qui	PRON
nous	nos	PRON
douno	donar	VERB
la	lo	DET
bido	vida	NOUN
.	.	PUNCT
N45-3		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
del	de+lo	ADP+DET
Parroquet	parroquet	NOUN
.	.	PUNCT
Qui	qui	PRON
à	aver	AUX
augit	ausir	VERB
jamay	jamai	ADV
talo	tal	DET
noubélo	novèla	NOUN
Qu'	que	SCONJ
aneit	anuèch	ADV
ses	sens	ADP
estre	èsser	AUX
counescut	conéisser	VERB
Le	lo	DET
Fil	filh	PROPN
de	de	ADP
Diu	Dieu	PROPN
nous	nos	PRON
siô	èsser	AUX
nascut	nàisser	VERB
D'	de	ADP
uno	un	DET
fillo	filh	NOUN
maire	maire	NOUN
é	e	CCONJ
piucelo	piucèl	ADJ
.	.	PUNCT
Ane	anar	VERB
jusqu'	dusca	ADP
al	a+lo	ADP+DET
darnié	darnièr	NOUN
badal	badal	NOUN
Per	per	ADP
l'	lo	DET
amour	amor	NOUN
d'	de	ADP
el	el	PRON
canten	cantar	VERB
Nadal	nadal	NOUN
,	,	PUNCT
Aquel	aquel	DET
petit	petit	ADJ
Diu	Dieu	PROPN
fa	far	VERB
merbeillos	mervelha	NOUN
El	el	PRON
ben	venir	VERB
nostro	nòstre	DET
bido	vida	NOUN
croumpa	crompar	VERB
,	,	PUNCT
El	el	PRON
nous	nos	PRON
apresto	aprestar	VERB
le	lo	DET
soupa	sopar	VERB
,	,	PUNCT
El	el	PRON
douno	donar	VERB
paillo	palha	NOUN
à	a	ADP
las	lo	DET
auëillos	oelha	NOUN
,	,	PUNCT
Ane	anar	VERB
jusqu'	dusca	ADP
al	a+lo	ADP+DET
darnié	darnièr	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
El	el	PRON
esperréquo	esperrecar	VERB
la	lo	DET
tempésto	tempèsta	NOUN
,	,	PUNCT
El	el	PRON
fa	far	VERB
mouna	monar	VERB
les	lo	DET
Elemens	element	NOUN
,	,	PUNCT
El	el	PRON
fa	far	VERB
biârda	viardar	VERB
redde	redde	ADV
les	lo	DET
bens	vent	NOUN
,	,	PUNCT
El	el	PRON
nous	nos	PRON
counserbo	conservar	VERB
de	de	ADP
la	lo	DET
pésto	pèsta	NOUN
Ane	anar	VERB
jusqu'	dusca	ADP
al	a+lo	ADP+DET
darnié	darnièr	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
El	el	PRON
ben	venir	VERB
salba	salvar	VERB
nostros	nòstre	DET
armetos	armeta	NOUN
,	,	PUNCT
El	el	PRON
fa	far	VERB
fugi	fugir	VERB
les	lo	DET
diablatous	diablaton	NOUN
Le	lo	DET
satan	Satan	PROPN
esprit	esperit	NOUN
despitous	despitós	ADJ
Es	èsser	AUX
estacat	estacar	VERB
de	de	ADP
sas	son	DET
manetos	maneta	NOUN
.	.	PUNCT
Ane	anar	VERB
jusqu'	dusca	ADP
al	a+lo	ADP+DET
darnié	darnièr	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
N45-4		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
ayre	aire	NOUN
,	,	PUNCT
Beugan	beure	VERB
doncos	donc	ADV
tous	ton	DET
oucy	aussi	ADV
,	,	PUNCT
etc	etc	X
Efans	enfant	NOUN
bite	vite	ADV
depés	depés	ADV
quitats	quitar	VERB
(	(	PUNCT
.	.	PUNCT
.	.	PUNCT
.	.	PUNCT
)	)	PUNCT
Les	lo	DET
esclops	esclòp	NOUN
Per	per	ADP
trouba	trobar	VERB
bostres	vòstre	DET
ops	òp	NOUN
Courran	córrer	VERB
per	per	ADP
adoura	adorar	VERB
del	de+lo	ADP+DET
petit	petit	ADJ
Diu	Dieu	PROPN
la	lo	DET
faciô	fàcia	NOUN
Qu'	que	SCONJ
aneit	anuèch	ADV
,	,	PUNCT
qu'	que	SCONJ
aneit	anuèch	ADV
,	,	PUNCT
auren	aver	VERB
Qu'	que	SCONJ
aneit	anuèch	ADV
auren	aver	VERB
sa	son	DET
graciô	gràcia	NOUN
s'	el	PRON
en	en	PRON
ben	venir	VERB
tout	tot	ADV
rebondut	rebondre	VERB
dins	dins	ADP
Un	un	DET
pugnat	punhat	NOUN
de	de	ADP
fe	fen	NOUN
,	,	PUNCT
Per	per	ADP
creisse	créisser	VERB
nostro	nòstre	DET
fe	fe	NOUN
.	.	PUNCT
Courran	córrer	VERB
per	per	ADP
adoura	adorar	VERB
del	de+lo	ADP+DET
petit	petit	ADJ
Diu	Dieu	PROPN
la	lo	DET
faciô	fàcia	NOUN
Qu'	que	SCONJ
aneit	anuèch	ADV
,	,	PUNCT
qu'	que	SCONJ
aneit	anuèch	ADV
auren	aver	VERB
,	,	PUNCT
qu'	que	SCONJ
aneit	anuèch	ADV
Auren	aver	VERB
sa	son	DET
graciô	gràcia	NOUN
Le	lo	DET
satan	Satan	PROPN
s'	el	PRON
en	en	PRON
fugis	fugir	VERB
debés	dever	VERB
Diahurihoou	diahuriho	INTJ
,	,	PUNCT
Mai	mai	ADV
non	non	ADV
pas	pas	ADV
sense	sens	ADP
poou	paur	NOUN
.	.	PUNCT
Courran	córrer	VERB
per	per	ADP
adoura	adorar	VERB
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Qui	qui	PRON
a	aver	AUX
bist	véser	VERB
talo	tal	DET
amistat	amistat	NOUN
Qu'	que	SCONJ
un	un	DET
Diu	Dieu	PROPN
quite	quitar	VERB
le	lo	DET
Cél	cèl	PROPN
Per	per	ADP
besti	vestir	VERB
nostro	nòstre	DET
pél	pèl	NOUN
.	.	PUNCT
Courran	córrer	VERB
per	per	ADP
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Fascan	far	VERB
li	el	PRON
de	de	ADP
presens	present	NOUN
;	;	PUNCT
gran	grand	ADJ
Diu	Dieu	PROPN
garats	garar	VERB
aqui	aquí	ADV
Mon	mon	DET
petit	petit	ADJ
Casaqui	casaquin	NOUN
.	.	PUNCT
Courran	córrer	VERB
per	per	ADP
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Et	e	CCONJ
jou	ieu	PRON
i	i	PRON
bauc	anar	VERB
douna	donar	VERB
que	que	SCONJ
Ni	ni	CCONJ
aura	aver	VERB
per	per	ADP
soupa	sopar	VERB
Un	un	DET
bon	bon	ADJ
Cantel	cantel	NOUN
de	de	ADP
pa	pan	NOUN
.	.	PUNCT
Courran	córrer	VERB
per	per	ADP
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Be	ben	ADV
sera	èsser	AUX
malhurous	malurós	ADJ
qui	qui	PRON
nou	non	ADV
L'	el	PRON
hounourara	onorar	VERB
,	,	PUNCT
Ou	o	CCONJ
nou	non	ADV
l'	el	PRON
adourara	adorar	VERB
Courran	córrer	VERB
per	per	ADP
adoura	adorar	VERB
,	,	PUNCT
etc	etc	X
.	.	PUNCT
N45-5		
AUTRE	autre	PRON
.	.	PUNCT
sur	sus	ADP
l'	lo	DET
aire	aire	NOUN
,	,	PUNCT
Bacchus	Bacus	PROPN
s'	el	PRON
en	en	PRON
cour	córrer	VERB
à	a	ADP
la	lo	DET
guérro	guèrra	NOUN
,	,	PUNCT
etc	etc	X
.	.	PUNCT
Bibat	vivat	INTJ
,	,	PUNCT
n'	non	ADV
aben	aver	VERB
plus	pus	ADV
de	de	ADP
guérro	guèrra	NOUN
,	,	PUNCT
Le	lo	DET
Diable	Diable	PROPN
s'	el	PRON
en	en	PRON
ba	anar	VERB
mouri	morir	VERB
,	,	PUNCT
Jesus	Jèsus	PROPN
es	èsser	AUX
nascut	nàisser	VERB
sur	sus	ADP
térro	tèrra	NOUN
Per	per	ADP
nous	nos	PRON
garda	gardar	VERB
de	de	ADP
peri	perir	VERB
.	.	PUNCT
Donc	donc	ADV
anen	anar	VERB
Bitomen	vitament	ADV
Et	e	CCONJ
beiren	véser	VERB
qu'	que	SCONJ
es	èsser	AUX
causo	causa	NOUN
estranjo	estrange	ADJ
Nostre	nòstre	DET
Diu	Dieu	PROPN
dins	dins	ADP
uno	un	DET
granjo	granja	NOUN
Que	qui	PRON
repauso	repausar	VERB
doussomen	doçament	ADV
.	.	PUNCT
Adam	Adam	PROPN
b'	ben	ADV
ero	èsser	AUX
un	un	DET
gran	grand	ADJ
rebaire	revaire	NOUN
,	,	PUNCT
Ou	o	CCONJ
b'	ben	ADV
abiô	aver	AUX
perdut	perdre	VERB
le	lo	DET
sen	sens	NOUN
,	,	PUNCT
Quand	quand	SCONJ
del	de+lo	ADP+DET
frut	fruch	NOUN
de	de	ADP
Diu	Dieu	PROPN
le	lo	DET
paire	paire	NOUN
Gourman	gormand	ADJ
y	i	PRON
plantéc	plantar	VERB
la	lo	DET
den	dent	NOUN
,	,	PUNCT
Le	lo	DET
satan	Satan	PROPN
Mentretan	mentretant	ADV
Dan	amb	ADP
sa	son	DET
gran	grand	ADJ
gorjo	gòrja	NOUN
duberto	dobrir	VERB
N'	non	ADV
atendiô	atendre	VERB
que	que	SCONJ
nostro	nòstre	DET
perto	pèrta	NOUN
se	se	SCONJ
n'	non	ADV
ero	èsser	AUX
le	lo	DET
tout	tot	ADV
Puissan	puissant	PROPN
.	.	PUNCT
Espiats	espiar	VERB
se	se	SCONJ
n'	non	ADV
abéts	aver	VERB
embejo	enveja	NOUN
Efans	enfant	NOUN
coussi	cossí	ADV
aquel	aquel	DET
toustou	toston	NOUN
,	,	PUNCT
Tout	tot	ADV
nud	nud	ADJ
dessu'	dessús	ADP
l	lo	DET
fe	fen	NOUN
cambejo	cambejar	VERB
Coumo	coma	SCONJ
se	se	SCONJ
fasiô	far	VERB
calou	calor	NOUN
Nou	non	ADV
cren	crénher	VERB
pas	pas	ADV
Tor	tòr	NOUN
ni	ni	CCONJ
glas	glaç	NOUN
,	,	PUNCT
Car	car	CCONJ
l'	lo	DET
amistat	amistat	NOUN
que	qui	PRON
nous	nos	PRON
porte	portar	VERB
Le	el	PRON
fa	far	VERB
pati	patir	VERB
de	de	ADP
la	lo	DET
sorto	sòrta	NOUN
,	,	PUNCT
E	e	CCONJ
tout	tot	PRON
per	per	ADP
nostre	nòstre	DET
soulas	solàs	NOUN
.	.	PUNCT
Le	lo	DET
paure	paure	ADJ
