form	lemma	POS							
memo	mèma	ADV							
les	lo	DET							
pactes	pacte	NOUN							
<lb/>	lb	XML							
Nou	non	ADV							
pourion	poder	VERB							
pas	pas	ADV							
jamay	jamai	ADV							
au	a+lo	ADP+DET							
mens	mens	NOUN							
estre	èsser	AUX							
alterats	alterar	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
A	a	ADP							
may	mai	ADV							
,	,	PUNCT							
en	en	ADP							
cas	cas	NOUN							
de	de	ADP							
perto	pèrta	NOUN							
,	,	PUNCT							
ou	o	CCONJ							
d'	de	ADP							
estre	èsser	AUX							
incendiats	incendiar	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
Las	lo	DET							
partidos	partir	VERB							
toutjour	totjorn	ADV							
aurion	aver	VERB							
doublo	doble	ADJ							
ressourço	ressorça	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Pouyrion	poirir	VERB							
,	,	PUNCT							
sans	sans	ADP							
creigne	crénher	VERB							
res	res	PRON							
,	,	PUNCT							
trouba	trobar	VERB							
l'	lo	DET							
acte	acte	NOUN							
à	a	ADP							
la	lo	DET							
sourço	sorça	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Ou	o	CCONJ							
ches	chès	ADP							
le	lo	DET							
que	qui	PRON							
l'	el	PRON							
a	aver	AUX							
fayt	far	VERB							
,	,	PUNCT							
on	òm	PRON							
s'	el	PRON							
on	òm	PRON							
bol	voler	VERB							
al	a+lo	ADP+DET							
dépot	depòt	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Et	e	CCONJ							
pr'	per	ADP							
aquel	aquel	DET							
soul	sol	ADJ							
mouyen	moien	NOUN							
,	,	PUNCT							
digus	degus	PRON							
nou	non	ADV							
dira	dire	VERB							
mot	mot	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
Ey	aver	AUX							
puizat	puisar	VERB							
aquel	aquel	DET							
plan	plan	ADV							
,	,	PUNCT							
qu'	qui	PRON							
es	èsser	VERB							
ta	tant	ADV							
pla	plan	ADV							
necessari	necessari	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
D'	de	ADP							
un	un	DET							
proujet	projècte	NOUN							
qu'	qui	PRON							
a	aver	AUX							
fourmat	formar	VERB							
un	un	DET							
excelent	excellent	ADJ							
Noutari	notari	NOUN							
<lb/>	lb	XML							
Qu'	qui	PRON							
habito	abitar	VERB							
dins	dins	ADP							
Toulouzo	Tolosa	PROPN							
,	,	PUNCT							
et	e	CCONJ							
que	qui	PRON							
couneisses	conéisser	VERB							
pla	plan	ADV							
;	;	PUNCT							
<lb/>	lb	XML							
Mes	mas	CCONJ							
cependant	cependant	ADV							
,	,	PUNCT							
Bourrel	Borrèl	PROPN							
,	,	PUNCT							
le	lo	DET							
boli	voler	VERB							
pas	pas	ADV							
nomma	nommar	VERB							
.	.	PUNCT							
<lb/>	lb	XML							
Aquel	aquel	DET							
homme	òme	NOUN							
prudent	prudent	ADJ							
,	,	PUNCT							
qu'	qui	PRON							
a	aver	VERB							
l'	lo	DET							
amo	amor	NOUN							
pla	plan	ADV							
plaçado	plaçar	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
Emboyec	envoiar	VERB							
soun	son	DET							
proujet	projècte	NOUN							
,	,	PUNCT							
y	i	PRON							
a	aver	VERB							
d'	de	ADP							
aquo	aquò	PRON							
qualqu’	calque	DET							
annado	annada	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Dret	drech	NOUN							
al	a+lo	ADP+DET							
Gouvernomen	governament	NOUN							
,	,	PUNCT							
que	qui	PRON							
ne	en	PRON							
fasquec	far	VERB							
pla	plan	ADV							
cas	cas	NOUN							
;	;	PUNCT							
<lb/>	lb	XML							
Soun	son	DET							
plan	plan	ADV							
aurio	aver	AUX							
passat	passar	VERB							
,	,	PUNCT							
sans	sans	ADP							
toutis	tot	DET							
les	lo	DET							
affas	afar	NOUN							
<lb/>	lb	XML							
Que	qui	PRON							
bengueben	venir	VERB							
per	per	ADP							
lors	lòr	ADV							
de	de	ADP							
may	mai	ADV							
en	en	ADP							
may	mai	ADV							
sinistres	sinistre	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Et	e	CCONJ							
sans	sans	ADP							
le	lo	DET							
cambiomen	cambiament	NOUN							
de	de	ADP							
toutis	tot	DET							
les	lo	DET							
Ministres	ministre	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
bint	20	PRON							
et	e	CCONJ							
cinq	5	PRON							
es	èsser	AUX							
pla	plan	ADV							
mal	mal	ADV							
entendut	entendre	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
Te	tu	PRON							
bauc	anar	VERB							
fa	far	VERB							
beze	véser	VERB							
,	,	PUNCT							
amic	amic	NOUN							
,	,	PUNCT							
coussi	cossí	ADV							
l'	el	PRON							
an	aver	AUX							
concebut	concebre	VERB							
.	.	PUNCT							
<lb/>	lb	XML							
Presto	prestar	VERB							
pla	plan	ADV							
ton	ton	DET							
aureillo	aurelha	NOUN							
,	,	PUNCT							
ayssieu	aicí	ADV							
es	èsser	VERB							
necessari	necessari	ADJ							
<lb/>	lb	XML							
Pr'	per	ADP							
aquel	aquel	PRON							
;	;	PUNCT							
aquo’	aquò	PRON							
s	èsser	VERB							
permettre	permetre	VERB							
à	a	ADP							
Moussu	monsur	NOUN							
le	lo	DET							
Noutari	notari	NOUN							
<lb/>	lb	XML							
De	de	ADP							
supprima	suprimar	VERB							
à	a	ADP							
jamay	jamai	ADV							
nostris	nòstre	DET							
testoméns	testament	NOUN							
claux	claure	VERB							
;	;	PUNCT							
<lb/>	lb	XML							
Les	lo	DET							
Estats	estat	NOUN							
-	-	PUNCT							
Generals	general	ADJ							
seran	èsser	VERB							
pas	pas	ADV							
ta	tant	ADV							
nigaux	nigaud	ADJ							
<lb/>	lb	XML							
De	de	ADP							
laissa	laissar	VERB							
subsista	subsistar	VERB							
aquel	aquel	DET							
article	article	NOUN							
drolle	dròle	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Que	qui	PRON							
bal	valer	VERB							
encaro	encara	ADV							
mens	mens	ADV							
qu'	que	SCONJ							
aquel	aquel	PRON							
del	de+lo	ADP+DET							
contorolle	contraròtle	NOUN							
;	;	PUNCT							
<lb/>	lb	XML							
Et	e	CCONJ							
des	de+lo	ADP+DET							
que	que	SCONJ							
le	lo	DET							
public	public	NOUN							
,	,	PUNCT							
que	qui	PRON							
n'	non	PRON							
es	èsser	VERB							
pas	pas	ADV							
toutjour	totjorn	ADV							
sot	sòu	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Nou	non	ADV							
ly	el	PRON							
confio	confiar	VERB							
pas	pas	ADV							
,	,	PUNCT							
sans	sans	ADP							
billet	bilhet	NOUN							
de	de	ADP							
depot	depòt	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
La	lo	DET							
plus	pus	ADV							
pitchouno	pichon	ADJ							
soumo	soma	NOUN							
et	e	CCONJ							
le	lo	DET							
plus	pus	ADV							
pitchou	pichon	ADJ							
gatge	gatge	NOUN							
:	:	PUNCT							
<lb/>	lb	XML							
Per	per	ADP							
que	que	SCONJ							
donc	donc	ADV							
y	i	PRON							
laissa	laissar	VERB							
un	un	DET							
plus	pus	ADV							
grand	grand	ADJ							
heritatgé	eritatge	NOUN							
<lb/>	lb	XML							
De	de	ADP							
cado	cada	DET							
testatou	testador	NOUN							
,	,	PUNCT							
sans	sans	ADP							
prealabloment	prealablament	ADV							
,	,	PUNCT							
<lb/>	lb	XML							
El	el	PRON							
fasquo	far	VERB							
un	un	DET							
bon	bon	ADJ							
reçu	reçú	NOUN							
de	de	ADP							
cado	cada	DET							
testoment	testament	NOUN							
?	?	PUNCT							
<lb/>	lb	XML							
Le	lo	DET							
bon	bon	ADJ							
ordre	òrdre	NOUN							
,	,	PUNCT							
las	lo	DET							
les	lo	DET							
,	,	PUNCT							
la	lo	DET							
rasou	rason	NOUN							
,	,	PUNCT							
l'	lo	DET							
ourdounanço	ordonança	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Bolen	voler	VERB							
qu'	que	SCONJ							
el	el	PRON							
Tabelion	tabelion	NOUN							
qu'	qui	PRON							
exerço	exerçar	VERB							
dins	dins	ADP							
la	lo	DET							
Franço	França	PROPN							
,	,	PUNCT							
<lb/>	lb	XML							
Tenguo	tenir	VERB							
de	de	ADP							
repertoris	repertòri	NOUN							
des	de+lo	ADP+DET							
actes	acte	ADJ							
que	qui	PRON							
fara	far	VERB							
;	;	PUNCT							
<lb/>	lb	XML							
Que	qui	PRON							
baillara	balhar	VERB							
tabes	tanben	ADV							
,	,	PUNCT							
per	per	ADP							
pla	plan	ADV							
s'	el	PRON							
assigura	assegurar	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
A	a	ADP							
cado	cada	DET							
testatou	testador	NOUN							
un	un	DET							
bon	bon	ADJ							
reçu	reçú	NOUN							
de	de	ADP							
gardo	garda	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Per	per	ADP							
que	que	SCONJ							
nou	non	ADV							
y	i	PRON							
auje	aver	VERB							
pas	pas	ADV							
jamay	jamai	ADV							
cap	cap	ADV							
de	de	ADP							
megardo	megarda	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
bint	20	PRON							
et	e	CCONJ							
siex	6	PRON							
pot	poder	VERB							
pas	pas	ADV							
estre	èsser	VERB							
millou	melhor	ADV							
.	.	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
bint	20	PRON							
et	e	CCONJ							
sept	8	PRON							
a	aver	VERB							
la	lo	DET							
memo	mèma	ADJ							
fabou	favor	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
Mes	mas	CCONJ							
you	ieu	PRON							
bouldrioy	voler	VERB							
au	a+lo	ADP+DET							
mens	mens	NOUN							
que	que	SCONJ							
'l	lo	DET							
paure	paure	ADJ							
Militari	militari	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
El	el	PRON							
que	qui	PRON							
per	per	ADP							
nous	nos	PRON							
garda	gardar	VERB							
nous	nos	PRON							
es	èsser	VERB							
tant	tant	ADV							
necessari	necessari	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Auguesso	aver	VERB							
cado	cada	DET							
jour	jorn	NOUN							
doutze	12	DET							
sols	sòl	NOUN							
à	a	ADP							
manja	manjar	VERB							
.	.	PUNCT							
<lb/>	lb	XML							
Ah	ah	INTJ							
!	!	PUNCT							
qu'	que	SCONJ							
aurion	aver	VERB							
de	de	ADP							
Souldats	soldat	NOUN							
que	qui	PRON							
se	el	PRON							
combatrion	combatre	VERB							
pla	plan	ADV							
!	!	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
bint	20	PRON							
et	e	CCONJ							
houeit	8	PRON							
,	,	PUNCT							
bint	20	PRON							
et	e	CCONJ							
nau	9	PRON							
et	e	CCONJ							
may	mai	ADV							
trento	30	PRON							
,	,	PUNCT							
<lb/>	lb	XML							
Amay	amai	ADV							
del	de+lo	ADP+DET							
trento	30	PRON							
un	1	PRON							
,	,	PUNCT							
l'	lo	DET							
ideo	idèa	NOUN							
es	èsser	VERB							
excellento	excellent	ADJ							
;	;	PUNCT							
<lb/>	lb	XML							
An	aver	VERB							
aqueste	aqueste	DET							
darnier	darnièr	NOUN							
le	lo	DET							
trabail	trabalh	NOUN							
es	èsser	VERB							
fort	fòrt	ADV							
grand	grand	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
trento	30	PRON							
-	-	PUNCT							
dus	2	PRON							
n'	non	PRON							
es	èsser	VERB							
pas	pas	ADV							
briquo	brica	ADV							
mechant	mechant	ADJ							
;	;	PUNCT							
<lb/>	lb	XML							
N'	non	ADV							
en	en	PRON							
parlarey	parlar	VERB							
,	,	PUNCT							
Bourrel	Borrèl	PROPN							
,	,	PUNCT							
à	a	ADP							
la	lo	DET							
fi	fin	NOUN							
de	de	ADP							
l'	lo	DET							
oubratge	obratge	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
trento	30	PRON							
-	-	PUNCT							
tres	3	PRON							
souhaiti	soetar	VERB							
que	que	SCONJ							
sio	èsser	VERB							
en	en	ADP							
usatge	usatge	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
trento	30	PRON							
-	-	PUNCT							
quatre	4	PRON							
,	,	PUNCT							
amay	amai	ADV							
le	lo	DET							
que	qui	PRON							
seguis	seguir	VERB							
<lb/>	lb	XML							
Son	èsser	AUX							
toutis	tot	DET							
deux	2	PRON							
pla	plan	ADV							
bous	vos	PRON							
.	.	PUNCT							
.	.	PUNCT							
.	.	PUNCT							
.	.	PUNCT							
.	.	PUNCT							
.	.	PUNCT							
mêmo	mèma	ADV							
nostre	nòstre	DET							
LOUIS	Loís	PROPN							
<lb/>	lb	XML							
Demando	demandar	VERB							
pas	pas	ADV							
qu'	que	SCONJ							
acos	aquò	ADV							
;	;	PUNCT							
soun	son	DET							
amo	amor	NOUN							
qu'	qui	PRON							
es	èsser	VERB							
ta	tant	ADV							
bouno	bon	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Bol	voler	VERB							
le	lo	DET							
bounheur	bonur	NOUN							
del	de+lo	ADP+DET							
Pople	pòble	NOUN							
et	e	CCONJ							
le	lo	DET							
de	de	ADP							
la	lo	DET							
Courouno	corona	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Et	e	CCONJ							
bol	voler	VERB							
ambe	amb	ADP							
nous	nos	PRON							
aux	autre	PRON							
bioure	viure	VERB							
tranquilloment	tranquilament	ADV							
.	.	PUNCT							
<lb/>	lb	XML							
Perque	perqué	ADV							
se	el	PRON							
fa	far	VERB							
tira	tirar	VERB							
l'	lo	DET							
aureillo	aurelha	NOUN							
tant	tant	ADV							
soubent	sovent	ADV							
?	?	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
trento	30	PRON							
-	-	PUNCT							
dus	2	PRON							
es	èsser	AUX							
fayt	far	VERB							
d'	de	ADP							
uno	un	DET							
ma	man	NOUN							
habillo	abil	ADJ							
.	.	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
article	article	NOUN							
quatre	4	PRON							
enfin	enfin	ADV							
que	qui	PRON							
demando	demandar	VERB							
la	lo	DET							
Bilo	vila	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Et	e	CCONJ							
que	qui	PRON							
se	el	PRON							
trobo	trobar	VERB							
escriout	escriure	VERB							
à	a	ADP							
la	lo	DET							
fi	fin	NOUN							
del	de+lo	ADP+DET							
cahier	caièr	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Souhaiti	soetar	VERB							
que	que	SCONJ							
reussiquo	reussir	VERB							
,	,	PUNCT							
amic	amic	NOUN							
,	,	PUNCT							
en	en	ADP							
soun	son	DET							
entié	entièr	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
Sans	sans	ADP							
Parloment	parlament	NOUN							
,	,	PUNCT							
Toulouso	Tolosa	PROPN							
,	,	PUNCT							
oun	ont	PRON							
sayo	èsser	VERB							
ta	tant	ADV							
ressourço	ressorça	NOUN							
!	!	PUNCT							
<lb/>	lb	XML							
Aquos	aquò	PRON							
d'	de	ADP							
aquelo	aquel	DET							
Cour	cor	NOUN							
que	qui	PRON							
coulo	colar	VERB							
touto	tot	DET							
sourço	sorça	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
Elo	el	PRON							
nous	nos	PRON							
fa	far	VERB							
beni	venir	VERB							
quantitat	quantitat	NOUN							
d'	de	ADP							
Estrangés	estrangé	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Qu'	qui	PRON							
uzon	usar	VERB							
d'	de	ADP							
habillomens	abilhament	NOUN							
,	,	PUNCT							
de	de	ADP							
capels	capèl	NOUN							
,	,	PUNCT							
de	de	ADP							
souillés	solièr	NOUN							
<lb/>	lb	XML							
Elo	el	PRON							
nouyris	noirir	VERB							
tabes	tanben	ADV							
l'	lo	DET							
homme	òme	NOUN							
que	qui	PRON							
sap	saber	VERB							
escrioure	escriure	VERB							
;	;	PUNCT							
<lb/>	lb	XML							
Enfin	enfin	ADV							
,	,	PUNCT							
sans	sans	ADP							
nostro	nòstre	DET							
Cour	cor	NOUN							
,	,	PUNCT							
on	òm	PRON							
nou	non	ADV							
pourrio	poder	VERB							
pas	pas	ADV							
bioure	viure	VERB							
.	.	PUNCT							
<lb/>	lb	XML							
Qual	caler	VERB							
prega	pregar	VERB							
les	lo	DET							
Estats	estat	NOUN							
qu'	que	SCONJ							
aujen	aver	VERB							
aumens	a+lo+mens	ADV							
le	lo	DET							
sen	sens	NOUN							
<lb/>	lb	XML							
De	de	ADP							
conserba	conservar	VERB							
toutjoun	totjorn	ADV							
nostre	nòstre	DET							
bon	bon	ADJ							
Parlomen	parlament	NOUN							
;	;	PUNCT							
<lb/>	lb	XML							
Et	e	CCONJ							
d'	de	ADP							
ailleurs	alhur	ADV							
compousat	compausar	VERB							
de	de	ADP							
,	,	PUNCT							
Jutges	jutge	NOUN							
tant	tant	ADV							
affables	afable	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Tant	tant	ADV							
brabes	brave	ADJ							
,	,	PUNCT							
tant	tant	ADV							
prudens	prudent	ADJ							
,	,	PUNCT							
amay	amai	ADV							
tant	tant	ADV							
équitables	equitable	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Qu'	que	SCONJ							
es	èsser	VERB							
juste	just	ADJ							
que	que	SCONJ							
'l	lo	DET							
Public	public	NOUN							
que	qui	PRON							
n'	non	PRON							
es	èsser	AUX							
pas	pas	ADV							
esclairat	esclairar	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
Sio	èsser	AUX							
conduit	conduire	VERB							
per	per	ADP							
de	de	ADP							
Gens	gent	NOUN							
qu'	qui	PRON							
an	aver	VERB							
belcop	belcòp	ADV							
mai	mai	ADV							
de	de	ADP							
cap	cap	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
Le	lo	DET							
vertuoux	vertuós	ADJ							
CAMBOU	Cambon	PROPN							
,	,	PUNCT							
Magistrat	magistrat	NOUN							
tant	tant	ADV							
aimable	aimable	ADJ							
,	,	PUNCT							
<lb/>	lb	XML							
Es	èsser	VERB							
Prumié	prumièr	ADJ							
Président	president	NOUN							
d'	de	ADP							
aquel	aquel	DET							
Corps	còrps	NOUN							
respectable	respectable	ADJ							
.	.	PUNCT							
<lb/>	lb	XML							
Nostre	nòstre	DET							
Rey	rei	NOUN							
tant	tant	ADV							
cherit	cherir	VERB							
,	,	PUNCT							
la	lo	DET							
balanço	balança	NOUN							
à	a	ADP							
la	lo	DET							
ma	man	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
An	aver	VERB							
aquel	aquel	DET							
brillant	brilhant	ADJ							
reng	ranc	NOUN							
a	aver	AUX							
boulgut	voler	VERB							
l'	el	PRON							
eleba	elevar	VERB							
.	.	PUNCT							
<lb/>	lb	XML							
Qui	qui	PRON							
,	,	PUNCT							
Magistrat	magistrat	NOUN							
prudent	prudent	ADJ							
,	,	PUNCT							
l'	lo	DET							
aunou	onor	NOUN							
de	de	ADP							
ma	mon	DET							
Patrio	patria	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Amay	amai	ADV							
bostro	vòstre	DET							
Mouillé	molhèr	NOUN							
,	,	PUNCT							
Présidento	president	NOUN							
cherio	cherir	VERB							
,	,	PUNCT							
<lb/>	lb	XML							
Regnarets	regnar	VERB							
à	a	ADP							
jamay	jamai	ADV							
al	a+lo	ADP+DET							
fonds	fons	NOUN							
de	de	ADP							
nostre	nòstre	DET							
cor	còr	NOUN							
:	:	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
amour	amor	NOUN							
des	de+lo	ADP+DET							
Toulousains	tolosan	ADJ							
es	èsser	VERB							
le	lo	DET							
plus	pus	ADV							
bel	bèl	ADJ							
tresor	tresòr	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
<lb/>	lb	XML							
Mestre	mèstre	NOUN							
BOURREL	Borrèl	PROPN							
.	.	PUNCT							
<lb/>	lb	XML							
You	ieu	PRON							
soun	èsser	AUX							
fort	fòrt	ADV							
encantat	encantar	VERB							
,	,	PUNCT							
mon	mon	DET							
cher	cher	ADJ							
,	,	PUNCT							
de	de	ADP							
bous	vos	PRON							
entendre	entendre	VERB							
;	;	PUNCT							
<lb/>	lb	XML							
L'	lo	DET							
homme	òme	NOUN							
le	lo	DET							
may	mai	ADV							
d'	de	ADP							
esprit	esprit	NOUN							
,	,	PUNCT							
ambe	amb	ADP							
bous	vos	PRON							
pot	poder	VERB							
apprendre	aprendre 	VERB							
.	.	PUNCT							
<lb/>	lb	XML							
Couneissi	conéisser	VERB							
pas	pas	ADV							
digus	degus	PRON							
,	,	PUNCT							
ni	ni	ADV							
may	mai	ADV							
cap	cap	ADV							
d'	de	ADP							
Aboucat	avocat	NOUN							
,	,	PUNCT							
<lb/>	lb	XML							
Que	qui	PRON							
posquo	poder	VERB							
abe	aver	VERB							
le	lo	DET							
sen	sens	NOUN							
de	de	ADP							
Mestre	mèstre	NOUN							
Labertat	Lavertat	PROPN							
.	.	PUNCT							
<lb/>	lb	XML							
Per	per	ADP							
nega	negar	VERB							
le	lo	DET							
chagrin	chagrin	NOUN							
qu'	qui	PRON							
ouccupo	ocupar	NOUN							
tant	tant	ADV							
la	lo	DET							
Franço	França	PROPN							
,	,	PUNCT							
<lb/>	lb	XML							
Anguen	anar	VERB							
-	-	PUNCT							
non	non	ADV							
beoure	beure	VERB							
un	un	DET							
cop	còp	NOUN							
et	e	CCONJ							
pla	plan	ADV							
rempli	remplir	VERB							
la	lo	DET							
panço	pança	NOUN							
:	:	PUNCT							
<lb/>	lb	XML							
Anguen	anar	VERB							
d'	de	ADP							
aqueste	aqueste	DET							
pas	pas	ADV							
che	chès	ADP							
'l	lo	DET							
cousigné	co-signé	NOUN							
Sauclet	Sauclet	PROPN							
,	,	PUNCT							
<lb/>	lb	XML							
Manga	manjar	VERB							
qualquo	qualque	DET							
pansetto	pançeta	NOUN							
amay	amai	ADV							
un	un	DET							
salpiquet	salpiquet	NOUN							
.	.	PUNCT							
<lb/>	lb	XML							
<lb/>	lb	XML							
Mestre	mèstre	NOUN							
LABERTAT	Lavertat	PROPN							
.	.	PUNCT							
<lb/>	lb	XML							
You	ieu	PRON							
soun	èsser	VERB							
d'	de	ADP							
aquel	aquel	DET							
abis	avís	NOUN							
.	.	PUNCT							
car	car	CCONJ							
la	lo	DET							
fam	fam	NOUN							
me	ieu	PRON							
deboro	devorar	VERB							
;	;	PUNCT							
<lb/>	lb	XML							
Amb'	amb	ADP							
aquestis	aqueste	DET							
affas	afar	NOUN							
soun	èsser	VERB							
tout	tot	ADV							
ahouey	uèi	ADV							
deforo	defòra	ADV							
.	.	PUNCT							
