tokens,lemma,POS
",",",",PUNCT
car,car,CCON
Alleluya,alleluia,INTJ
bol,voler,VERB
dire,dire,VERB
en,en,ADP
nostro,nòstre,DET
lengo,lenga,NOUN
",",",",PUNCT
Lausat,lausar,VERB
Diu,Dieu,PROPN
.,.,PUNCT
Aco,aquò,PRON
dits,dire,VERB
Sant,sant,ADJ
Jerome,Jeròme,PROPN
que,qui,PRON
les,lo,DET
paysans,paisan,NOUN
cantaon,cantar,VERB
:,:,PUNCT
o,o,CCON
qualqu',qualque,DET
autre,autre,DET
trét,trèt,NOUN
de,de,ADP
psalmoudio,pslamodia,NOUN
",",",",PUNCT
o,o,CCON
de,de,ADP
cançous,cançon,NOUN
espiritualos,espiritual,ADJ
.,.,PUNCT
#,#,
De,de,ADP
la,lo,DET
gran,grand,ADJ
estimo,estima,NOUN
que,qui,PRON
les,lo,DET
crestias,crestian,ADJ
fasiôn,far,VERB
d',de,ADP
aquelo,aquel,DET
debouciu,devocion,NOUN
",",",",PUNCT
elis,el,PRON
acoustumaon,acostumar,VERB
le,lo,DET
petit,petit,ADJ
mainatge,mainatge,NOUN
de,de,ADP
poupo,popa,NOUN
",",",",PUNCT
taléu,tanlèu,ADV
qu',que,SCON
éron,èsser,VERB
capables,capable,ADJ
de,de,ADP
remuda,remudar,VERB
la,lo,DET
lengo,lenga,NOUN
",",",",PUNCT
é,e,CCON
que,qui,PRON
coumençaon,començar,VERB
de,de,ADP
begueja,beguejar,VERB
",",",",PUNCT
a,a,ADP
prounouncia,prononciar,VERB
le,lo,DET
susdit,sus+dire,DET
mout,mot,NOUN
sacrat,sagrar,ADJ
;,;,PUNCT
Alleluya,alleluia,INTJ
",",",",PUNCT
lausats,lausar,VERB
Diu,Dieu,PROPN
",",",",PUNCT
segoun,segon,ADP
l',lo,DET
exemple,exemple,NOUN
qu',qui,PRON
en,en,PRON
raporto,raportar,VERB
le,lo,DET
mémo,mèma,DET
Douctou,doctor,NOUN
.,.,PUNCT
#,#,
Sant,sant,ADJ
Crysostome,Cisostòm,PROPN
exourtao,exortar,VERB
les,lo,DET
artisans,artisan,NOUN
a,a,ADP
canta,cantar,VERB
coumo,coma,ADP
cô,aquò,PRON
",",",",PUNCT
é,e,CCON
s',el,PRON
entreteni,entretenir,VERB
din,dins,ADP
lour,lor,DET
boutigo,botiga,NOUN
",",",",PUNCT
en,en,ADP
fasen,far,VERB
lour,lor,DET
mestié,mestièr,NOUN
:,:,PUNCT
à,a,ADP
fi,fin,NOUN
que,que,SCON
en,en,ADP
cantan,cantar,VERB
",",",",PUNCT
é,e,CCON
en,en,ADP
prounouncian,prononciar,VERB
de,de,ADP
paraulos,paraula,NOUN
de,de,ADP
salut,salut,NOUN
",",",",PUNCT
se,el,PRON
soubenguesson,sovenir,ADJ
que,que,SCON
lour,lor,DET
principal,principal,ADJ
mestié,mestièr,NOUN
éro,èsser,VERB
de,de,ADP
trabailha,trabalh,NOUN
per,per,ADP
l',lo,DET
Armo,arma,NOUN
ê,e,ADP
gaigna,ganhar,VERB
la,lo,DET
bido,vida,NOUN
eternalo,eternal,ADJ
.,.,PUNCT
Tant,tant,ADV
estimaon,estimar,VERB
lai,lo,DET
gens,gent,NOUN
apoustoulics,apostolic,ADJ
",",",",PUNCT
éstre,èsser,VERB
impourtant,important,ADJ
al,a+lo,ADP+DET
popple,pòble,NOUN
crestia,crestian,ADJ
l',lo,DET
exercici,exercici,NOUN
del,de+lo,ADP+DET
cant,cant,NOUN
sacrat,sagrar,ADJ
.,.,PUNCT
#,#,
Le,lo,DET
proufit,profit,NOUN
que,qui,PRON
porto,portar,VERB
al,a+lo,ADP+DET
popple,pòble,NOUN
",",",",PUNCT
l',lo,DET
usatge,usatge,NOUN
de,de,ADP
lai,lo,DET
sacrados,sagrar,ADJ
cançous,cançon,NOUN
.,.,PUNCT
#,#,
E,e,CCON
n',non,ADV
es,èsser,VERB
pas,pas,ADV
merbeilho,mervelha,NOUN
",",",",PUNCT
ni,ni,CCON
sense,sens,ADP
bouno,bon,ADJ
rasou,rason,NOUN
.,.,PUNCT
Car,car,CCON
se,se,SCON
la,lo,DET
nourituro,noritura,NOUN
de,de,ADP
las,lo,DET
maubésos,maubès,ADJ
affeccius,afeccion,NOUN
é,e,CCON
boulountats,volontat,NOUN
",",",",PUNCT
soun,son,DET
lai,lo,DET
maubésos,maubès,ADJ
pensados,pensar,NOUN
:,:,PUNCT
é,e,CCON
se,se,SCON
lai,lo,DET
maissantos,maissant,ADJ
pensados,pensar,NOUN
s',el,PRON
entretenen,entretenir,VERB
de,de,ADP
lai,lo,DET
maissantos,maissant,ADJ
paraulos,paraula,NOUN
.,.,PUNCT
Tabe,tanben,ADV
al,a+lo,ADP+DET
countrari,contrari,NOUN
",",",",PUNCT
lai,lo,DET
bounos,bon,ADJ
affeccius,afeccion,NOUN
se,el,PRON
nouurissen,noirir,VERB
de,de,ADP
lai,lo,DET
bounos,bon,ADJ
pensados,pensar,NOUN
:,:,PUNCT
é,e,CCON
lai,lo,DET
bounos,bon,ADJ
pensados,pensar,NOUN
dependen,dependre,VERB
de,de,ADP
lai,lo,DET
bounos,bon,ADJ
paraulos,paraula,NOUN
:,:,PUNCT
principalomen,principalament,ADV
deméi,demèst,ADP
lai,lo,DET
gens,gent,NOUN
groussiéros,grossièr,ADJ
",",",",PUNCT
que,qui,PRON
se,el,PRON
tenen,tenir,VERB
fort,fòrt,ADV
ais,a+lo,ADP+DET
oubjéts,objèct,NOUN
sensibles,sensible,ADJ
",",",",PUNCT
en,en,ADP
so,çò,PRON
que,qui,PRON
regardo,regardar,VERB
la,lo,DET
dispousiciu,disposicion,NOUN
del,de+lo,ADP+DET
dedins,dedins,ADP
de,de,ADP
lour,lor,DET
imaginaciu,imaigacion,NOUN
",",",",PUNCT
é,e,CCON
de,de,ADP
lour,lor,DET
pensado,pensar,NOUN
.,.,PUNCT
#,#,
Bela,veilà,VERB
perque,perque,SCON
tabê,tanben,ADV
",",",",PUNCT
lei,lo,DET
Douctous,doctor,NOUN
disen,dire,VERB
que,que,SCON
le,lo,DET
cant,cant,NOUN
es,èsser,AUX
estat,èsser,VERB
necessari,necessari,ADJ
din,dins,ADP
la,lo,DET
Gléyso,Glèisa,PROPN
",",",",PUNCT
é,e,CCON
al,a+lo,ADP+DET
dibin,divin,ADJ
serbici,servici,NOUN
",",",",PUNCT
specialomen,especialament,ADV
per,per,ADP
l',lo,DET
ajudo,ajudar,VERB
deis,de+lo,ADP+DET
imperféts,imperfach,ADJ
",",",",PUNCT
qu',qui,PRON
an,aver,VERB
besoun,besonh,NOUN
dei,de+lo,ADP+DET
mouyéns,moien,NOUN
sensibles,sensible,ADJ
",",",",PUNCT
per,per,ADP
pourta,portar,VERB
lour,lor,DET
esprit,esperit,NOUN
à,a,ADP
la,lo,DET
debouciu,devocion,NOUN
del,de+lo,ADP+DET
cor,còr,NOUN
.,.,PUNCT
#,#,
La,lo,DET
paraulo,paraula,NOUN
es,èsser,VERB
la,lo,DET
semenço,semenço,NOUN
",",",",PUNCT
siô,èsser,VERB
del,de+lo,ADP+DET
salut,salut,NOUN
",",",",PUNCT
siô,èsser,VERB
de,de,ADP
la,lo,DET
perdiciu,perdicion,NOUN
.,.,PUNCT
D',de,ADP
aqui,aquí,ADV
ben,venir,VERB
que,que,SCON
coumo,coma,ADV
Diu,Dieu,PROPN
se,el,PRON
serbis,servir,VERB
de,de,ADP
sa,son,DET
santo,sant,ADJ
paraulo,paraula,NOUN
",",",",PUNCT
per,per,ADP
éstre,èsser,VERB
la,lo,DET
semenço,semença,NOUN
de,de,ADP
sa,son,DET
gracio,gràcia,NOUN
.,.,PUNCT
Tabe,tanben,ADV
Satan,Satan,PROPN
enemic,endrech,NOUN
de,de,ADP
Diu,Dieu,PROPN
é,e,CCON
deis,de+lo,ADP+DET
omes,òme,NOUN
",",",",PUNCT
(,(,PUNCT
que,qui,PRON
s',el,PRON
estûdio,estudiar,VERB
de,de,ADP
countrecarra,contrecarrar,VERB
Diu,Dieu,PROPN
",",",",PUNCT
tant,tant,ADV
qu',que,SCON
au,el,PRON
pot,poder,VERB
uno,un,DET
creaturo,creatura,NOUN
desesperado,desesperarar,ADJ
),),PUNCT
semeno,semença,NOUN
din,dins,ADP
le,lo,DET
mounde,monde,NOUN
",",",",PUNCT
per,per,ADP
la,lo,DET
ma,man,NOUN
de,de,ADP
sous,son,DET
oubriés,obrièr,NOUN
(,(,PUNCT
que,qui,PRON
soun,èsser,VERB
lai,lo,DET
lengos,lenga,NOUN
libertinos,libertin,ADJ
),),PUNCT
de,de,ADP
maissantos,maissant,ADJ
paraulos,paraula,NOUN
cubértos,cobrir,VERB
de,de,ADP
la,lo,DET
douçou,doçor,NOUN
del,de+lo,ADP+DET
cant,cant,NOUN
",",",",PUNCT
é,e,CCON
de,de,ADP
lai,lo,DET
rimos,rima,NOUN
",",",",PUNCT
per,per,ADP
fa,far,VERB
naisse,nàisser,VERB
din,dins,ADP
las,lo,DET
Armos,arma,NOUN
",",",",PUNCT
de,de,ADP
pensados,pensar,NOUN
mourtalos,mortal,ADJ
de,de,ADP
pecat,pecar,NOUN
é,e,CCON
de,de,ADP
perdiciu,perdicion,NOUN
.,.,PUNCT
Talo,tal,DET
semenco,semenço,NOUN
diabolico,diabolic,ADJ
soun,èsser,VERB
lai,lo,DET
bilénassos,vilenàs,ADJ
cancous,cancon,NOUN
",",",",PUNCT
que,qui,PRON
le,lo,DET
maubés,maubès,ADJ
esprit,esperit,NOUN
fournis,fornir,VERB
al,a+lo,ADP+DET
mounde,monde,NOUN
en,en,ADP
tout,tot,DET
tens,temps,NOUN
",",",",PUNCT
per,per,ADP
y,i,PRON
nouyri,noirir,VERB
le,lo,DET
pecat,pecar,NOUN
malounést,mal+onèst,ADJ
",",",",PUNCT
que,qui,PRON
nou,non,ADV
diuriô,dever,VERB
pas,pas,ADV
soulomen,solament,ADV
éstre,èsser,AUX
noummat,nommar,VERB
demés,demèst,ADP
les,lo,DET
crestias,crestian,ADJ
",",",",PUNCT
segoun,segon,ADP
la,lo,DET
douctrino,doctrina,NOUN
de,de,ADP
sant,sant,ADJ
Pau,Pau,PROPN
.,.,PUNCT
Tabe,tanben,ADV
au,el,PRON
soun,èsser,VERB
tout,tot,ADV
ple,plen,ADJ
d',de,ADP
autros,autre,DET
cançous,cançon,NOUN
malignos,malin,ADJ
.,.,PUNCT
Coumo,coma,ADV
lai,lo,PRON
deis,de+lo,ADP+DET
amics,amic,NOUN
de,de,ADP
la,lo,DET
bouno,bon,ADJ
chéro,chèra,NOUN
",",",",PUNCT
que,qui,PRON
s',el,PRON
en,en,ADP
serbissen,servir,VERB
coum,coma,ADV
de,de,ADP
passotens,passar+temps,NOUN
en,en,ADP
taulo,taula,NOUN
",",",",PUNCT
é,e,CCON
de,de,ADP
coubit,convit,NOUN
al,a+lo,ADP+DET
pecat,pecar,NOUN
de,de,ADP
la,lo,DET
gorjo,gòrja,NOUN
",",",",PUNCT
al,a+lo,ADP+DET
despens,despens,NOUN
mémos,mèma,ADV
de,de,ADP
la,lo,DET
sacrado,sagrar,ADJ
paraulo,paraula,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
que,que,SCON
lour,lor,DET
lengo,lenga,NOUN
sacrilétjo,sacrilègi,ADJ
y,i,PRON
mésclo,mesclar,VERB
deméi,demèst,ADP
las,lo,DET
proufanos,profan,ADJ
paraulos,paraula,NOUN
de,de,ADP
la,lo,DET
debaucho,debauchar,NOUN
.,.,PUNCT
Talo,tal,DET
semenco,semenço,NOUN
diabolico,diabolic,ADJ
",",",",PUNCT
soun,èsser,VERB
tabe,tanben,ADV
las,lo,DET
cancous,cancon,NOUN
deis,de+lo,ADP+DET
ennemics,enemic,NOUN
de,de,ADP
la,lo,DET
berayo,verai,ADJ
Fe,fe,NOUN
de,de,ADP
Diu,Dieu,PROPN
.,.,PUNCT
Coumo,coma,ADV
éron,èsser,VERB
lai,lo,PRON
de,de,ADP
certéns,certan,DET
eretics,eretic,NOUN
al,a+lo,ADP+DET
tens,temps,NOUN
de,de,ADP
sant,sant,ADJ
Efrém,Efrèm,PROPN
",",",",PUNCT
que,qui,PRON
fasiôn,far,VERB
canta,cantar,VERB
lours,lor,DET
eresios,eresia,NOUN
é,e,CCON
falso,fals,ADJ
douctrino,doctrina,NOUN
",",",",PUNCT
per,per,ADP
milhou,melhor,ADV
au,el,PRON
imprima,imprimar,VERB
din,dins,ADP
la,lo,DET
memorio,memòria,NOUN
del,de+lo,ADP+DET
popple,pòble,NOUN
.,.,PUNCT
So,çò,PRON
que,qui,PRON
fourec,èsser,VERB
causo,causa,NOUN
qu',que,SCON
aquel,aquel,DET
sant,sant,ADJ
é,e,CCON
sabent,saber,NOUN
ome,òme,NOUN
",",",",PUNCT
poussat,possar,VERB
de,de,ADP
l',lo,DET
esprit,esperit,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
se,el,PRON
metec,metre,VERB
a,a,ADP
fa,far,VERB
de,de,ADP
cançous,cançon,NOUN
countrarios,contrari,ADJ
qu',qui,PRON
enseignaon,ensenhar,VERB
al,a+lo,ADP+DET
popple,pòble,NOUN
la,lo,DET
berayo,verai,ADJ
Fe,fe,NOUN
que,qui,PRON
cal,caler,VERB
teni,tenir,VERB
.,.,PUNCT
Tabe,tanben,ADV
sant,sant,ADJ
Crysostome,Cisostòm,PROPN
aquel,aquel,DET
gran,grand,ADJ
Douctou,doctor,NOUN
é,e,CCON
Predicayre,predicaire,NOUN
",",",",PUNCT
per,per,ADP
countrecarra,contrecarrar,VERB
las,lo,DET
cançous,cançon,NOUN
deis,de+lo,ADP+DET
eretics,eretic,NOUN
Arriéns,Arrien,PROPN
",",",",PUNCT
ne,en,PRON
féc,far,VERB
canta,cantar,VERB
al,a+lo,ADP+DET
popple,pòble,NOUN
d',de,ADP
autros,autre,PRON
",",",",PUNCT
per,per,ADP
counserba,conservar,VERB
la,lo,DET
berayo,verai,ADJ
Fe,fe,NOUN
que,qui,PRON
la,lo,DET
Gléyso,Glèisa,PROPN
Catoulico,catolic,ADJ
a,aver,AUX
toutjoun,totjorn,ADV
tengut,tenir,VERB
.,.,PUNCT
Talomen,talament,ADV
que,que,SCON
n',non,ADV
es,èsser,VERB
pas,pas,ADV
sense,sens,ADP
bouno,bon,ADJ
rasou,rason,NOUN
que,que,SCON
les,lo,DET
Apostouls,Apòstol,NOUN
",",",",PUNCT
é,e,CCON
aprép,aprèp,ADP
elis,el,PRON
lei,lo,DET
Douctous,doctor,NOUN
an,aver,AUX
troubat,trobar,VERB
bou,bon,ADJ
",",",",PUNCT
que,que,SCON
les,lo,DET
crestias,crestian,ADJ
s',el,PRON
adounésson,adonar,VERB
a,a,ADP
canta,cantar,VERB
d',de,ADP
ymnes,imne,NOUN
o,o,CCON
cançous,cançon,NOUN
sacrados,sagrar,ADJ
",",",",PUNCT
per,per,ADP
atal,aital,ADV
entreteni,entretenir,VERB
din,dins,ADP
le,lo,DET
cor,còr,NOUN
la,lo,DET
Fe,fe,NOUN
",",",",PUNCT
é,e,CCON
l',lo,DET
amour,amor,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
qu',qui,PRON
es,èsser,VERB
tout,tot,DET
lour,lor,DET
tresor,tresòr,NOUN
durant,durant,ADP
lour,lor,DET
peregrinatge,pelegrinatge,NOUN
su,sus,ADP
la,lo,DET
térro,tèrra,NOUN
.,.,PUNCT
#,#,
Remerquen,remercar,NOUN
so,çò,PRON
que,qui,PRON
disiô,dire,VERB
amm',amb,ADP
aqueste,aqueste,DET
perpaus,perpaus,NOUN
",",",",PUNCT
noun,non,ADV
pas,pas,ADV
un,un,DET
paure,paure,ADJ
paysan,paisan,NOUN
",",",",PUNCT
més,mas,CCON
un,un,DET
gran,grand,ADJ
Rey,rei,NOUN
é,e,CCON
Prouféto,profèta,NOUN
Dabid,David,PROPN
",",",",PUNCT
que,qui,PRON
per,per,ADP
tant,tant,ADV
que,que,SCON
fesso,far,VERB
ritje,riche,ADJ
é,e,CCON
gran,grand,ADJ
daban,davant,ADP
les,lo,DET
omes,òme,NOUN
",",",",PUNCT
se,el,PRON
disiô,dire,VERB
toutos,tot,DET
-,-,PUNCT
fes,fes,NOUN
",",",",PUNCT
é,e,CCON
s',el,PRON
estimao,estimar,VERB
en,en,ADP
bertat,vertat,NOUN
",",",",PUNCT
n',non,ADV
éstre,èsser,VERB
que,que,ADV
peregri,pelegrin,NOUN
é,e,CCON
estrangé,estrangièr,NOUN
en,en,ADP
térro,tèrra,NOUN
",",",",PUNCT
permo,permor,ADV
qu',que,SCON
el,el,PRON
abiô,aver,VERB
soun,son,DET
cor,còr,NOUN
al,a+lo,ADP+DET
cél,cèl,NOUN
",",",",PUNCT
é,e,CCON
tout,tot,DET
soun,son,DET
tresor,tresòr,NOUN
éro,èsser,VERB
l',lo,DET
amour,amor,NOUN
é,e,CCON
la,lo,DET
gracio,gràcia,NOUN
de,de,ADP
Diu,Dieu,PROPN
.,.,PUNCT
Escoutent,escotar,VERB
un,un,DET
pauc,pauc,NOUN
aquel,aquel,DET
gran,grand,ADJ
peregri,pelegrin,NOUN
couci,cossí,ADV
el,el,PRON
parlao,parlar,VERB
",",",",PUNCT
tout,tot,ADV
en,en,ADP
cantan,cantar,VERB
",",",",PUNCT
de,de,ADP
nostre,nòstre,DET
sutjet,subjèct,NOUN
.,.,PUNCT
#,#,
Su,sus,ADP
-,-,PUNCT
l,lo,DET
loc,luòc,NOUN
de,de,ADP
moun,mon,DET
peregrinatge,pelegrinatge,NOUN
",",",",PUNCT
Bostres,vòstre,DET
Coumandomens,comandament,NOUN
",",",",PUNCT
ô,ò,INTJ
Diu,Dieu,PROPN
!,!,PUNCT
Me,ieu,PRON
serbiciôn,servir,VERB
en,en,ADP
moun,mon,DET
bouyatge,voiatge,NOUN
",",",",PUNCT
De,de,ADP
cançou,cançon,NOUN
de,de,ADP
counsoulaciu,consolacion,NOUN
.,.,PUNCT
#,#,
Les,lo,DET
Crestias,crestian,ADJ
nou,non,ADV
soun,èsser,VERB
pas,pas,ADV
bounis,bon,ADJ
se,se,SCON
nou,non,ADV
soun,èsser,VERB
peregris,pelegrin,NOUN
su,sus,ADP
la,lo,DET
térro,tèrra,NOUN
",",",",PUNCT
s',el,PRON
enten,entendre,VERB
de,de,ADP
cor,còr,NOUN
é,e,CCON
d',de,ADP
affecciu,afeccion,NOUN
",",",",PUNCT
en,en,ADP
cresen,créser,VERB
(,(,PUNCT
e,e,CCON
en,en,ADP
fasen,far,VERB
coumo,coma,ADV
qui,qui,PRON
crei,créser,VERB
),),PUNCT
que,que,SCON
lou,lo,DET
payis,país,NOUN
es,èsser,VERB
al,a+lo,ADP+DET
cél,cèl,NOUN
",",",",PUNCT
é,e,CCON
que,que,SCON
la,lo,DET
térro,tèrra,NOUN
",",",",PUNCT
per,per,ADP
ta,tant,ADV
pla,plan,ADV
qui,qui,PRON
siôn,èsser,AUX
loutjats,lotjar,VERB
",",",",PUNCT
es,èsser,VERB
un,un,DET
loc,luòc,NOUN
estrenjé,estrangièr,ADJ
per,per,ADP
elis,el,PRON
.,.,PUNCT
Talis,tal,DET
peregris,pelegrin,NOUN
se,el,PRON
plasen,plaser,VERB
d',de,ADP
augi,ausir,VERB
canta,cantar,VERB
",",",",PUNCT
nounpas,non+pas,ADV
las,lo,DET
cançous,cançon,NOUN
del,de+lo,ADP+DET
mounde,monde,NOUN
",",",",PUNCT
qu',qui,PRON
entretenen,entretenir,VERB
l',lo,DET
amou,amor,NOUN
de,de,ADP
las,lo,DET
creaturos,creatura,NOUN
",",",",PUNCT
à,a,ADP
l',lo,DET
esprejudici,esprejudici,NOUN
de,de,ADP
l',lo,DET
amour,amor,NOUN
de,de,ADP
Diu,Dieu,PROPN
le,lo,DET
Creatou,creator,NOUN
.,.,PUNCT
Més,mas,CCON
la,lo,DET
cançous,cançon,NOUN
del,de+lo,ADP+DET
cél,cèl,NOUN
",",",",PUNCT
é,e,CCON
del,de+lo,ADP+DET
cami,camin,NOUN
per,per,ADP
y,i,PRON
ana,anar,VERB
coumo,coma,ADV
soun,èsser,VERB
lai,lo,DET
sacrados,sagrar,ADJ
cançous,cançon,NOUN
de,de,ADP
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
crestiano,crestian,ADJ
",",",",PUNCT
qu',qui,PRON
entrenen,entrenar,VERB
douçomen,doçament,ADV
la,lo,DET
Fe,fe,NOUN
din,dins,ADP+DET
l',lo,DET
armo,arma,NOUN
",",",",PUNCT
le,lo,DET
desir,desir,NOUN
del,de+lo,ADP+DET
cél,cèl,NOUN
",",",",PUNCT
é,e,CCON
le,lo,DET
mespréts,mespretz,NOUN
de,de,ADP
la,lo,DET
térro,tèrra,NOUN
.,.,PUNCT
#,#,
§,§,SYM
.,.,PUNCT
3,3,PRON
.,.,PUNCT
Couci,cossí,ADV
diben,dever,VERB
éstre,èsser,AUX
cantados,cantar,VERB
lai,lo,DET
rimos,rima,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
.,.,PUNCT
#,#,
Sur,sus,ADP
aqueste,aqueste,DET
punt,ponch,NOUN
",",",",PUNCT
cal,caler,VERB
remerca,remercar,VERB
",",",",PUNCT
que,que,SCON
talis,tal,DET
cants,cant,NOUN
sacrats,sagrar,ADJ
",",",",PUNCT
qu',qui,PRON
an,aver,VERB
per,per,ADP
sutjét,subjèct,NOUN
la,lo,DET
paraulo,paraula,NOUN
de,de,ADP
Diu,Dieu,PROPN
",",",",PUNCT
bolen,voler,VERB
éstre,èsser,AUX
cantats,cantar,VERB
d',de,ADP
un,un,DET
autr',autre,DET
ayre,aire,NOUN
",",",",PUNCT
cet,èsser,VERB
a,a,ADP
dire,dire,VERB
d',de,ADP
un,un,DET
esprit,esperit,NOUN
different,different,ADJ
d',de,ADP
aquel,aquel,PRON
de,de,ADP
las,lo,DET
cançous,cançon,NOUN
moundanos,mondan,ADJ
:,:,PUNCT
ambe,amb,ADP
grabitat,gravitat,NOUN
é,e,CCON
respét,respèct,NOUN
",",",",PUNCT
nounpas,non+pas,ADV
coumo,coma,ADV
qui,qui,PRON
badino,badinar,VERB
",",",",PUNCT
o,o,CCON
qui,qui,PRON
bol,voler,VERB
douna,donar,VERB
passotens,passar+temps,NOUN
é,e,CCON
plase,plaser,NOUN
soulomen,solament,ADV
à,a,ADP
l',lo,DET
aureilho,aurelha,NOUN
",",",",PUNCT
sense,sens,ADP
pretendre,pretendre,VERB
l',lo,DET
edifiçaciu,dificacion,NOUN
del,de+lo,ADP+DET
cor,còr,NOUN
.,.,PUNCT
Acô',aquò,PRON
s,èsser,VERB
l',lo,DET
abis,avís,NOUN
que,qui,PRON
dounon,donar,VERB
lei,lo,DET
sants,sant,ADJ
Douctous,doctor,NOUN
;,;,PUNCT
entr',entre,ADP
autres,autre,PRON
sant,sant,ADJ
Jerome,Jeròme,PROPN
quan,quand,SCON
dits,dire,VERB
:,:,PUNCT
le,lo,DET
serbitou,servidor,NOUN
de,de,ADP
Diu,Dieu,PROPN
(,(,PUNCT
qu',qui,PRON
es,èsser,VERB
le,lo,DET
crestia,crestian,ADJ
cante,cantar,ADJ
de,de,ADP
talo,tal,DET
faiçou,faiçon,NOUN
",",",",PUNCT
que,que,SCON
la,lo,DET
paraulo,paraula,NOUN
delécte,delectar,VERB
may,mai,ADV
que,que,ADV
la,lo,DET
bouts,votz,NOUN
del,de+lo,ADP+DET
chantre,chantre,NOUN
:,:,PUNCT
à,a,ADP
fi,fin,NOUN
que,que,SCON
le,lo,DET
maubés,maubès,ADJ
esprit,esperit,NOUN
qu',qui,PRON
éro,èsser,VERB
dins,dins,ADP+DET
Saul,Saul,PROPN
",",",",PUNCT
siô,èsser,AUX
cassat,caçar,VERB
foro,fòra,ADV
d',de,ADP
aquelis,aquel,PRON
qu',qui,PRON
en,en,ADP
soun,son,DET
semblablomen,semblablament,ADV
tourmentats,tormentar,VERB
.,.,PUNCT
Acô,aquò,PRON
bol,voler,VERB
dire,dire,VERB
;,;,PUNCT
que,que,SCON
le,lo,DET
cant,cant,NOUN
toque,tocar,VERB
may,mai,ADV
al,a+lo,ADP+DET
cor,còr,NOUN
",",",",PUNCT
qu',que,ADV
à,a,ADP
l',lo,DET
aureilho,aurelha,NOUN
:,:,PUNCT
é,e,CCON
(,(,PUNCT
coumo,coma,ADV
dits,dire,VERB
sant,sant,ADJ
Ambrosi,Ambròsi,PROPN
),),PUNCT
qu',que,SCON
aco,aquò,PRON
nou,non,ADV
sio,èsser,VERB
pas,pas,ADV
un,un,DET
cant,cant,NOUN
qu',qui,PRON
effemine,efeminar,VERB
",",",",PUNCT
o,o,CCON
appoultrounisco,apoltronar,VERB
le,lo,DET
cos,còs,NOUN
:,:,PUNCT
més,mas,CCON
que,que,SCON
fourtifique,fortificar,VERB
l',lo,DET
Armo,arma,NOUN
é,e,CCON
l',lo,DET
esprit,esperit,NOUN
.,.,PUNCT
#,#,
Atabe,atanben,ADV
cal,caler,VERB
remerca,remercar,VERB
à,a,ADP
nostre,nòstre,DET
perpaus,perpaus,NOUN
.,.,PUNCT
Que,qui,SCON
de,de,ADP
dibérses,divèrs,ADJ
ayres,aire,NOUN
que,qui,PRON
poden,poder,VERB
serbi,servir,VERB
a,a,ADP
canta,cantar,VERB
lai,lo,DET
rimos,rima,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
les,lo,DET
unis,un,PRON
an,aver,AUX
semblat,semblar,VERB
may,mai,ADV
propres,pròpre,ADJ
que,que,ADV
les,lo,DET
autres,autre,PRON
",",",",PUNCT
per,per,ADP
certénos,certan,DET
péços,peça,NOUN
",",",",PUNCT
segoun,segon,ADP
lai,lo,DET
dibersitats,diversitat,NOUN
dei,de+lo,ADP+DET
sutjéts,subjèct,NOUN
.,.,PUNCT
Encaro,encara,ADV
que,que,SCON
cadun,cadun,PRON
deis,de+lo,ADP+DET
ayres,aire,NOUN
(,(,PUNCT
à,a,ADP
fauto,fauta,NOUN
d',de,ADP
en,en,ADP
sabe,saber,VERB
may,mai,ADV
),),PUNCT
se,el,PRON
pésco,poder,VERB
aplica,aplicar,VERB
à,a,ADP
toutos,tot,DET
las,lo,DET
péços,peça,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
ormes,òr-mès,ADV
la,lo,DET
journado,jornada,NOUN
",",",",PUNCT
qu',qui,PRON
a,aver,VERB
soun,son,DET
ayre,aire,NOUN
particuilhé,particile,ADJ
",",",",PUNCT
coumo,coma,ADV
tabe,tanben,ADV
sa,son,DET
coumpousiciu,composicion,NOUN
es,èsser,VERB
differento,different,ADJ
de,de,ADP
las,lo,DET
autros,autre,PRON
.,.,PUNCT
#,#,
§,§,SYM
.,.,PUNCT
4,4,PRON
.,.,PUNCT
De,de,ADP
dibérsoi,divèrs,ADJ
gens,gent,NOUN
que,qui,PRON
pouyran,poder,VERB
se,el,PRON
serbi,servir,VERB
",",",",PUNCT
o,o,CCON
proufita,profitar,VERB
de,de,ADP
lai,lo,DET
rimos,rima,NOUN
de,de,ADP
la,lo,DET
Douctrino,doctrina,NOUN
.,.,PUNCT
Quant,quand,SCON
à,a,ADP
las,lo,DET
persounos,persona,NOUN
que,qui,PRON
pouyran,poder,VERB
se,el,PRON
serbi,servir,VERB
d',de,ADP
aquesto,aqueste,DET
Douctrino,doctrina,NOUN
",",",",PUNCT
cal,caler,VERB
remerca,remercar,VERB
que,que,SCON
dibérsoi,divèrs,ADJ
sortos,sòrta,NOUN
de,de,ADP
gens,gent,NOUN
",",",",PUNCT
y,i,PRON
pouyran,poder,VERB
abe,aver,VERB
